[2022-11-16 23:08:49,558] DEBUG - creating thumbnail..
[2022-11-16 23:09:17,965] DEBUG - STREAM b'IHDR' 16 13
[2022-11-16 23:09:17,965] DEBUG - STREAM b'gAMA' 41 4
[2022-11-16 23:09:17,965] DEBUG - STREAM b'cHRM' 57 32
[2022-11-16 23:09:17,965] DEBUG - STREAM b'bKGD' 101 6
[2022-11-16 23:09:17,966] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-16 23:09:17,966] DEBUG - STREAM b'IDAT' 119 30070
[2022-11-16 23:09:17,967] DEBUG - STREAM b'tEXt' 30201 37
[2022-11-16 23:09:17,967] DEBUG - STREAM b'tEXt' 30250 37
[2022-11-16 23:09:17,968] DEBUG - STREAM b'tEXt' 30299 40
[2022-11-16 23:09:17,968] DEBUG - STREAM b'tEXt' 30351 96
[2022-11-16 23:09:18,065] DEBUG - STREAM b'IHDR' 16 13
[2022-11-16 23:09:18,065] DEBUG - STREAM b'gAMA' 41 4
[2022-11-16 23:09:18,065] DEBUG - STREAM b'cHRM' 57 32
[2022-11-16 23:09:18,065] DEBUG - STREAM b'bKGD' 101 6
[2022-11-16 23:09:18,065] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-16 23:09:18,065] DEBUG - STREAM b'IDAT' 119 19118
[2022-11-16 23:09:18,067] DEBUG - STREAM b'tEXt' 19249 37
[2022-11-16 23:09:18,067] DEBUG - STREAM b'tEXt' 19298 37
[2022-11-16 23:09:18,067] DEBUG - STREAM b'tEXt' 19347 40
[2022-11-16 23:09:18,067] DEBUG - STREAM b'tEXt' 19399 67
[2022-11-16 23:09:18,840] DEBUG - STREAM b'IHDR' 16 13
[2022-11-16 23:09:18,840] DEBUG - STREAM b'gAMA' 41 4
[2022-11-16 23:09:18,840] DEBUG - STREAM b'cHRM' 57 32
[2022-11-16 23:09:18,840] DEBUG - STREAM b'bKGD' 101 6
[2022-11-16 23:09:18,840] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-16 23:09:18,840] DEBUG - STREAM b'IDAT' 119 27525
[2022-11-16 23:09:18,841] DEBUG - STREAM b'tEXt' 27656 37
[2022-11-16 23:09:18,841] DEBUG - STREAM b'tEXt' 27705 37
[2022-11-16 23:09:18,841] DEBUG - STREAM b'tEXt' 27754 40
[2022-11-16 23:09:18,841] DEBUG - STREAM b'tEXt' 27806 50
[2022-11-16 23:09:18,844] DEBUG - transcribing audio file in path scripts\V2h5IEFsZ29yaXRobXMgTWF0dGVyIGluIE1hY2hpbmUgTGVhcm5pbmc\audio\audio-17.wav
[2022-11-16 23:09:20,110] DEBUG - start, 0.0, end, 3.2800000000000002, text,  There are a few common issues that can arise with algorithms.
[2022-11-16 23:09:20,110] DEBUG - start, 3.2800000000000002, end, 6.8, text,  First, some algorithms can be very sensitive to input,
[2022-11-16 23:09:20,111] DEBUG - start, 6.8, end, 11.68, text,  meaning small changes in the input can result in large changes in the output.
[2022-11-16 23:09:20,111] DEBUG - start, 11.68, end, 15.36, text,  Second, some algorithms can be slow to converge,
[2022-11-16 23:09:20,111] DEBUG - start, 15.36, end, 18.64, text,  meaning they may take a long time to produce a result.
[2022-11-16 23:09:20,112] DEBUG - start, 18.64, end, 21.76, text,  Finally, some algorithms can be unstable,
[2022-11-16 23:09:20,112] DEBUG - start, 21.76, end, 31.76, text,  meaning they may produce different results each time they are run.
[2022-11-16 23:09:20,204] DEBUG - STREAM b'IHDR' 16 13
[2022-11-16 23:09:20,204] DEBUG - STREAM b'gAMA' 41 4
[2022-11-16 23:09:20,204] DEBUG - STREAM b'cHRM' 57 32
[2022-11-16 23:09:20,204] DEBUG - STREAM b'bKGD' 101 6
[2022-11-16 23:09:20,204] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-16 23:09:20,204] DEBUG - STREAM b'IDAT' 119 20632
[2022-11-16 23:09:20,205] DEBUG - STREAM b'tEXt' 20763 37
[2022-11-16 23:09:20,205] DEBUG - STREAM b'tEXt' 20812 37
[2022-11-16 23:09:20,205] DEBUG - STREAM b'tEXt' 20861 40
[2022-11-16 23:09:20,205] DEBUG - STREAM b'tEXt' 20913 67
[2022-11-16 23:09:20,298] DEBUG - STREAM b'IHDR' 16 13
[2022-11-16 23:09:20,298] DEBUG - STREAM b'gAMA' 41 4
[2022-11-16 23:09:20,298] DEBUG - STREAM b'cHRM' 57 32
[2022-11-16 23:09:20,298] DEBUG - STREAM b'bKGD' 101 6
[2022-11-16 23:09:20,298] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-16 23:09:20,298] DEBUG - STREAM b'IDAT' 119 16978
[2022-11-16 23:09:20,300] DEBUG - STREAM b'tEXt' 17109 37
[2022-11-16 23:09:20,300] DEBUG - STREAM b'tEXt' 17158 37
[2022-11-16 23:09:20,300] DEBUG - STREAM b'tEXt' 17207 40
[2022-11-16 23:09:20,300] DEBUG - STREAM b'tEXt' 17259 60
[2022-11-16 23:09:20,402] DEBUG - STREAM b'IHDR' 16 13
[2022-11-16 23:09:20,402] DEBUG - STREAM b'gAMA' 41 4
[2022-11-16 23:09:20,402] DEBUG - STREAM b'cHRM' 57 32
[2022-11-16 23:09:20,403] DEBUG - STREAM b'bKGD' 101 6
[2022-11-16 23:09:20,403] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-16 23:09:20,403] DEBUG - STREAM b'IDAT' 119 24290
[2022-11-16 23:09:20,404] DEBUG - STREAM b'tEXt' 24421 37
[2022-11-16 23:09:20,404] DEBUG - STREAM b'tEXt' 24470 37
[2022-11-16 23:09:20,404] DEBUG - STREAM b'tEXt' 24519 40
[2022-11-16 23:09:20,405] DEBUG - STREAM b'tEXt' 24571 83
[2022-11-16 23:09:20,489] DEBUG - STREAM b'IHDR' 16 13
[2022-11-16 23:09:20,489] DEBUG - STREAM b'gAMA' 41 4
[2022-11-16 23:09:20,489] DEBUG - STREAM b'cHRM' 57 32
[2022-11-16 23:09:20,489] DEBUG - STREAM b'bKGD' 101 6
[2022-11-16 23:09:20,489] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-16 23:09:20,489] DEBUG - STREAM b'IDAT' 119 17134
[2022-11-16 23:09:20,490] DEBUG - STREAM b'tEXt' 17265 37
[2022-11-16 23:09:20,491] DEBUG - STREAM b'tEXt' 17314 37
[2022-11-16 23:09:20,491] DEBUG - STREAM b'tEXt' 17363 40
[2022-11-16 23:09:20,491] DEBUG - STREAM b'tEXt' 17415 54
[2022-11-16 23:09:20,572] DEBUG - STREAM b'IHDR' 16 13
[2022-11-16 23:09:20,572] DEBUG - STREAM b'gAMA' 41 4
[2022-11-16 23:09:20,572] DEBUG - STREAM b'cHRM' 57 32
[2022-11-16 23:09:20,572] DEBUG - STREAM b'bKGD' 101 6
[2022-11-16 23:09:20,572] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-16 23:09:20,572] DEBUG - STREAM b'IDAT' 119 17570
[2022-11-16 23:09:20,573] DEBUG - STREAM b'tEXt' 17701 37
[2022-11-16 23:09:20,573] DEBUG - STREAM b'tEXt' 17750 37
[2022-11-16 23:09:20,573] DEBUG - STREAM b'tEXt' 17799 40
[2022-11-16 23:09:20,573] DEBUG - STREAM b'tEXt' 17851 60
[2022-11-16 23:09:20,654] DEBUG - STREAM b'IHDR' 16 13
[2022-11-16 23:09:20,654] DEBUG - STREAM b'gAMA' 41 4
[2022-11-16 23:09:20,654] DEBUG - STREAM b'cHRM' 57 32
[2022-11-16 23:09:20,654] DEBUG - STREAM b'bKGD' 101 6
[2022-11-16 23:09:20,654] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-16 23:09:20,654] DEBUG - STREAM b'IDAT' 119 13029
[2022-11-16 23:09:20,654] DEBUG - STREAM b'tEXt' 13160 37
[2022-11-16 23:09:20,654] DEBUG - STREAM b'tEXt' 13209 37
[2022-11-16 23:09:20,655] DEBUG - STREAM b'tEXt' 13258 40
[2022-11-16 23:09:20,655] DEBUG - STREAM b'tEXt' 13310 47
[2022-11-16 23:09:20,752] DEBUG - STREAM b'IHDR' 16 13
[2022-11-16 23:09:20,752] DEBUG - STREAM b'gAMA' 41 4
[2022-11-16 23:09:20,752] DEBUG - STREAM b'cHRM' 57 32
[2022-11-16 23:09:20,752] DEBUG - STREAM b'bKGD' 101 6
[2022-11-16 23:09:20,752] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-16 23:09:20,752] DEBUG - STREAM b'IDAT' 119 21690
[2022-11-16 23:09:20,753] DEBUG - STREAM b'tEXt' 21821 37
[2022-11-16 23:09:20,754] DEBUG - STREAM b'tEXt' 21870 37
[2022-11-16 23:09:20,754] DEBUG - STREAM b'tEXt' 21919 40
[2022-11-16 23:09:20,754] DEBUG - STREAM b'tEXt' 21971 72
[2022-11-16 23:09:21,489] DEBUG - STREAM b'IHDR' 16 13
[2022-11-16 23:09:21,489] DEBUG - STREAM b'gAMA' 41 4
[2022-11-16 23:09:21,489] DEBUG - STREAM b'cHRM' 57 32
[2022-11-16 23:09:21,489] DEBUG - STREAM b'bKGD' 101 6
[2022-11-16 23:09:21,489] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-16 23:09:21,489] DEBUG - STREAM b'IDAT' 119 22912
[2022-11-16 23:09:21,490] DEBUG - STREAM b'tEXt' 23043 37
[2022-11-16 23:09:21,490] DEBUG - STREAM b'tEXt' 23092 37
[2022-11-16 23:09:21,490] DEBUG - STREAM b'tEXt' 23141 40
[2022-11-16 23:09:21,490] DEBUG - STREAM b'tEXt' 23193 44
[2022-11-16 23:09:21,493] DEBUG - transcribing audio file in path scripts\V2h5IEFsZ29yaXRobXMgTWF0dGVyIGluIE1hY2hpbmUgTGVhcm5pbmc\audio\audio-19.wav
[2022-11-16 23:09:22,229] DEBUG - start, 0.0, end, 4.18, text,  There are many resources available for those who want to learn more about algorithms.
[2022-11-16 23:09:22,229] DEBUG - start, 4.18, end, 31.18, text,  Some of the best resources include books, online tutorials, and online courses.
[2022-11-16 23:09:22,319] DEBUG - STREAM b'IHDR' 16 13
[2022-11-16 23:09:22,319] DEBUG - STREAM b'gAMA' 41 4
[2022-11-16 23:09:22,319] DEBUG - STREAM b'cHRM' 57 32
[2022-11-16 23:09:22,320] DEBUG - STREAM b'bKGD' 101 6
[2022-11-16 23:09:22,320] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-16 23:09:22,320] DEBUG - STREAM b'IDAT' 119 28496
[2022-11-16 23:09:22,321] DEBUG - STREAM b'tEXt' 28627 37
[2022-11-16 23:09:22,321] DEBUG - STREAM b'tEXt' 28676 37
[2022-11-16 23:09:22,321] DEBUG - STREAM b'tEXt' 28725 40
[2022-11-16 23:09:22,321] DEBUG - STREAM b'tEXt' 28777 91
[2022-11-16 23:09:22,417] DEBUG - STREAM b'IHDR' 16 13
[2022-11-16 23:09:22,417] DEBUG - STREAM b'gAMA' 41 4
[2022-11-16 23:09:22,417] DEBUG - STREAM b'cHRM' 57 32
[2022-11-16 23:09:22,417] DEBUG - STREAM b'bKGD' 101 6
[2022-11-16 23:09:22,417] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-16 23:09:22,417] DEBUG - STREAM b'IDAT' 119 25844
[2022-11-16 23:09:22,418] DEBUG - STREAM b'tEXt' 25975 37
[2022-11-16 23:09:22,418] DEBUG - STREAM b'tEXt' 26024 37
[2022-11-16 23:09:22,419] DEBUG - STREAM b'tEXt' 26073 40
[2022-11-16 23:09:22,419] DEBUG - STREAM b'tEXt' 26125 85
