[2022-11-19 15:35:24,460] CRITICAL - GPU detected
[2022-11-19 15:35:56,704] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:56,704] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:56,704] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:56,704] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:56,704] DEBUG - STREAM b'IDAT' 119 23825
[2022-11-19 15:35:56,705] DEBUG - STREAM b'tEXt' 23956 37
[2022-11-19 15:35:56,705] DEBUG - STREAM b'tEXt' 24005 37
[2022-11-19 15:35:56,706] DEBUG - STREAM b'tEXt' 24054 40
[2022-11-19 15:35:56,706] DEBUG - STREAM b'tEXt' 24106 73
[2022-11-19 15:35:57,515] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:57,515] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:57,515] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:57,515] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:57,515] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:57,515] DEBUG - STREAM b'IDAT' 119 32768
[2022-11-19 15:35:57,517] DEBUG - STREAM b'tEXt' 37930 37
[2022-11-19 15:35:57,517] DEBUG - STREAM b'tEXt' 37979 37
[2022-11-19 15:35:57,517] DEBUG - STREAM b'tEXt' 38028 40
[2022-11-19 15:35:57,517] DEBUG - STREAM b'tEXt' 38080 73
[2022-11-19 15:35:57,519] DEBUG - transcribing audio file in path scripts\SG93IHRvIG1ha2UgeW91ciBBSSBwcm9ncmFtIHRhbGsgdG8gaHVtYW5z\audio\audio-7.wav
[2022-11-19 15:35:58,356] DEBUG - start, 0.0, end, 6.640000000000001, text,  The final step in improving your AI program's ability to communicate with humans is to test the AI program.
[2022-11-19 15:35:58,357] DEBUG - start, 6.640000000000001, end, 12.0, text,  This testing will help the AI program learn how to speak and understand human language.
[2022-11-19 15:35:58,357] DEBUG - start, 12.0, end, 24.0, text,  The AI program will be able to speak and understand human language.
[2022-11-19 15:35:58,457] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:58,457] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:58,457] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:58,457] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:58,457] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:58,457] DEBUG - STREAM b'IDAT' 119 32768
[2022-11-19 15:35:58,458] DEBUG - STREAM b'tEXt' 33025 37
[2022-11-19 15:35:58,459] DEBUG - STREAM b'tEXt' 33074 37
[2022-11-19 15:35:58,459] DEBUG - STREAM b'tEXt' 33123 40
[2022-11-19 15:35:58,459] DEBUG - STREAM b'tEXt' 33175 113
[2022-11-19 15:35:58,559] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:58,560] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:58,560] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:58,560] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:58,560] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:58,560] DEBUG - STREAM b'IDAT' 119 28323
[2022-11-19 15:35:58,562] DEBUG - STREAM b'tEXt' 28454 37
[2022-11-19 15:35:58,562] DEBUG - STREAM b'tEXt' 28503 37
[2022-11-19 15:35:58,562] DEBUG - STREAM b'tEXt' 28552 40
[2022-11-19 15:35:58,562] DEBUG - STREAM b'tEXt' 28604 93
[2022-11-19 15:35:58,659] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:58,659] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:58,659] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:58,659] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:58,659] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:58,659] DEBUG - STREAM b'IDAT' 119 23825
[2022-11-19 15:35:58,660] DEBUG - STREAM b'tEXt' 23956 37
[2022-11-19 15:35:58,660] DEBUG - STREAM b'tEXt' 24005 37
[2022-11-19 15:35:58,660] DEBUG - STREAM b'tEXt' 24054 40
[2022-11-19 15:35:58,660] DEBUG - STREAM b'tEXt' 24106 73
