[2022-11-20 16:29:33,747] CRITICAL - GPU detected
[2022-11-20 16:30:13,169] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:13,169] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:13,169] DEBUG - STREAM b'IDAT' 119 28648
[2022-11-20 16:30:13,171] DEBUG - STREAM b'tEXt' 28779 37
[2022-11-20 16:30:13,171] DEBUG - STREAM b'tEXt' 28828 37
[2022-11-20 16:30:13,171] DEBUG - STREAM b'tEXt' 28877 40
[2022-11-20 16:30:13,171] DEBUG - STREAM b'tEXt' 28929 95
[2022-11-20 16:30:13,259] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:13,259] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:13,259] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:13,259] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:13,259] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:13,260] DEBUG - STREAM b'IDAT' 119 18689
[2022-11-20 16:30:13,260] DEBUG - STREAM b'tEXt' 18820 37
[2022-11-20 16:30:13,260] DEBUG - STREAM b'tEXt' 18869 37
[2022-11-20 16:30:13,260] DEBUG - STREAM b'tEXt' 18918 40
[2022-11-20 16:30:13,260] DEBUG - STREAM b'tEXt' 18970 71
[2022-11-20 16:30:14,083] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:14,083] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:14,083] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:14,084] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:14,084] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:14,084] DEBUG - STREAM b'IDAT' 119 30981
[2022-11-20 16:30:14,086] DEBUG - STREAM b'tEXt' 31112 37
[2022-11-20 16:30:14,086] DEBUG - STREAM b'tEXt' 31161 37
[2022-11-20 16:30:14,086] DEBUG - STREAM b'tEXt' 31210 40
[2022-11-20 16:30:14,086] DEBUG - STREAM b'tEXt' 31262 59
[2022-11-20 16:30:14,090] DEBUG - transcribing audio file in path .\scripts\VGhlb3J5IGJlaGluZCBEYXRhIHN0cnVjdHVyZXM6IEFuIGV4cGxvcmF0aW9u\audio\audio-13.wav
[2022-11-20 16:30:14,807] DEBUG - start, 0.0, end, 5.4, text,  The worst case scenario for a data structure is when it takes the longest time to build the data structure,
[2022-11-20 16:30:14,807] DEBUG - start, 5.4, end, 32.4, text,  or when it takes the most space to store it.
[2022-11-20 16:30:15,036] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:15,036] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:15,037] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:15,037] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:15,037] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:15,037] DEBUG - STREAM b'IDAT' 119 32768
[2022-11-20 16:30:15,038] DEBUG - STREAM b'tEXt' 34884 37
[2022-11-20 16:30:15,038] DEBUG - STREAM b'tEXt' 34933 37
[2022-11-20 16:30:15,038] DEBUG - STREAM b'tEXt' 34982 40
[2022-11-20 16:30:15,038] DEBUG - STREAM b'tEXt' 35034 113
[2022-11-20 16:30:15,120] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:15,120] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:15,120] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:15,120] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:15,120] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:15,120] DEBUG - STREAM b'IDAT' 119 13303
[2022-11-20 16:30:15,121] DEBUG - STREAM b'tEXt' 13434 37
[2022-11-20 16:30:15,121] DEBUG - STREAM b'tEXt' 13483 37
[2022-11-20 16:30:15,121] DEBUG - STREAM b'tEXt' 13532 40
[2022-11-20 16:30:15,121] DEBUG - STREAM b'tEXt' 13584 50
[2022-11-20 16:30:15,936] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:15,936] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:15,937] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:15,937] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:15,937] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:15,937] DEBUG - STREAM b'IDAT' 119 28567
[2022-11-20 16:30:15,939] DEBUG - STREAM b'tEXt' 28698 37
[2022-11-20 16:30:15,939] DEBUG - STREAM b'tEXt' 28747 37
[2022-11-20 16:30:15,939] DEBUG - STREAM b'tEXt' 28796 40
[2022-11-20 16:30:15,939] DEBUG - STREAM b'tEXt' 28848 58
[2022-11-20 16:30:15,943] DEBUG - transcribing audio file in path .\scripts\VGhlb3J5IGJlaGluZCBEYXRhIHN0cnVjdHVyZXM6IEFuIGV4cGxvcmF0aW9u\audio\audio-15.wav
[2022-11-20 16:30:16,788] DEBUG - start, 0.0, end, 5.9, text,  The best case scenario for a data structure is when it takes the least time to build the data structure,
[2022-11-20 16:30:16,788] DEBUG - start, 5.9, end, 32.9, text,  or when it takes the least space to store it.
[2022-11-20 16:30:16,882] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:16,882] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:16,882] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:16,882] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:16,882] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:16,882] DEBUG - STREAM b'IDAT' 119 31335
[2022-11-20 16:30:16,884] DEBUG - STREAM b'tEXt' 31466 37
[2022-11-20 16:30:16,884] DEBUG - STREAM b'tEXt' 31515 37
[2022-11-20 16:30:16,884] DEBUG - STREAM b'tEXt' 31564 40
[2022-11-20 16:30:16,884] DEBUG - STREAM b'tEXt' 31616 110
[2022-11-20 16:30:16,959] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:16,959] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:16,959] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:16,959] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:16,959] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:16,959] DEBUG - STREAM b'IDAT' 119 13783
[2022-11-20 16:30:16,960] DEBUG - STREAM b'tEXt' 13914 37
[2022-11-20 16:30:16,960] DEBUG - STREAM b'tEXt' 13963 37
[2022-11-20 16:30:16,960] DEBUG - STREAM b'tEXt' 14012 40
[2022-11-20 16:30:16,960] DEBUG - STREAM b'tEXt' 14064 51
