[2022-11-20 02:39:48,333] CRITICAL - GPU detected
[2022-11-20 02:40:20,721] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 02:40:20,721] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 02:40:20,721] DEBUG - STREAM b'IDAT' 119 28648
[2022-11-20 02:40:20,722] DEBUG - STREAM b'tEXt' 28779 37
[2022-11-20 02:40:20,722] DEBUG - STREAM b'tEXt' 28828 37
[2022-11-20 02:40:20,722] DEBUG - STREAM b'tEXt' 28877 40
[2022-11-20 02:40:20,722] DEBUG - STREAM b'tEXt' 28929 95
[2022-11-20 02:40:20,807] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 02:40:20,807] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 02:40:20,807] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 02:40:20,807] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 02:40:20,807] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 02:40:20,807] DEBUG - STREAM b'IDAT' 119 18689
[2022-11-20 02:40:20,808] DEBUG - STREAM b'tEXt' 18820 37
[2022-11-20 02:40:20,808] DEBUG - STREAM b'tEXt' 18869 37
[2022-11-20 02:40:20,808] DEBUG - STREAM b'tEXt' 18918 40
[2022-11-20 02:40:20,808] DEBUG - STREAM b'tEXt' 18970 71
[2022-11-20 02:40:21,572] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 02:40:21,572] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 02:40:21,572] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 02:40:21,572] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 02:40:21,572] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 02:40:21,572] DEBUG - STREAM b'IDAT' 119 30981
[2022-11-20 02:40:21,574] DEBUG - STREAM b'tEXt' 31112 37
[2022-11-20 02:40:21,574] DEBUG - STREAM b'tEXt' 31161 37
[2022-11-20 02:40:21,575] DEBUG - STREAM b'tEXt' 31210 40
[2022-11-20 02:40:21,575] DEBUG - STREAM b'tEXt' 31262 59
[2022-11-20 02:40:21,578] DEBUG - transcribing audio file in path .\scripts\VGhlb3J5IGJlaGluZCBEYXRhIHN0cnVjdHVyZXM6IEFuIGV4cGxvcmF0aW9u\audio\audio-13.wav
[2022-11-20 02:40:22,330] DEBUG - start, 0.0, end, 5.4, text,  The worst case scenario for a data structure is when it takes the longest time to build the data structure,
[2022-11-20 02:40:22,330] DEBUG - start, 5.4, end, 32.4, text,  or when it takes the most space to store it.
[2022-11-20 02:40:22,427] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 02:40:22,427] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 02:40:22,427] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 02:40:22,427] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 02:40:22,427] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 02:40:22,427] DEBUG - STREAM b'IDAT' 119 32768
[2022-11-20 02:40:22,429] DEBUG - STREAM b'tEXt' 34884 37
[2022-11-20 02:40:22,429] DEBUG - STREAM b'tEXt' 34933 37
[2022-11-20 02:40:22,429] DEBUG - STREAM b'tEXt' 34982 40
[2022-11-20 02:40:22,429] DEBUG - STREAM b'tEXt' 35034 113
[2022-11-20 02:40:22,608] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 02:40:22,608] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 02:40:22,608] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 02:40:22,608] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 02:40:22,609] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 02:40:22,609] DEBUG - STREAM b'IDAT' 119 13303
[2022-11-20 02:40:22,609] DEBUG - STREAM b'tEXt' 13434 37
[2022-11-20 02:40:22,609] DEBUG - STREAM b'tEXt' 13483 37
[2022-11-20 02:40:22,610] DEBUG - STREAM b'tEXt' 13532 40
[2022-11-20 02:40:22,610] DEBUG - STREAM b'tEXt' 13584 50
[2022-11-20 02:40:23,349] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 02:40:23,349] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 02:40:23,349] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 02:40:23,349] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 02:40:23,349] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 02:40:23,349] DEBUG - STREAM b'IDAT' 119 28567
[2022-11-20 02:40:23,351] DEBUG - STREAM b'tEXt' 28698 37
[2022-11-20 02:40:23,351] DEBUG - STREAM b'tEXt' 28747 37
[2022-11-20 02:40:23,351] DEBUG - STREAM b'tEXt' 28796 40
[2022-11-20 02:40:23,351] DEBUG - STREAM b'tEXt' 28848 58
[2022-11-20 02:40:23,353] DEBUG - transcribing audio file in path .\scripts\VGhlb3J5IGJlaGluZCBEYXRhIHN0cnVjdHVyZXM6IEFuIGV4cGxvcmF0aW9u\audio\audio-15.wav
[2022-11-20 02:40:23,950] DEBUG - start, 0.0, end, 5.9, text,  The best case scenario for a data structure is when it takes the least time to build the data structure,
[2022-11-20 02:40:23,950] DEBUG - start, 5.9, end, 32.9, text,  or when it takes the least space to store it.
[2022-11-20 02:40:24,045] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 02:40:24,045] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 02:40:24,045] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 02:40:24,045] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 02:40:24,045] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 02:40:24,045] DEBUG - STREAM b'IDAT' 119 31335
[2022-11-20 02:40:24,047] DEBUG - STREAM b'tEXt' 31466 37
[2022-11-20 02:40:24,047] DEBUG - STREAM b'tEXt' 31515 37
[2022-11-20 02:40:24,047] DEBUG - STREAM b'tEXt' 31564 40
[2022-11-20 02:40:24,047] DEBUG - STREAM b'tEXt' 31616 110
[2022-11-20 02:40:24,124] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 02:40:24,124] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 02:40:24,125] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 02:40:24,125] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 02:40:24,125] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 02:40:24,125] DEBUG - STREAM b'IDAT' 119 13783
[2022-11-20 02:40:24,126] DEBUG - STREAM b'tEXt' 13914 37
[2022-11-20 02:40:24,126] DEBUG - STREAM b'tEXt' 13963 37
[2022-11-20 02:40:24,126] DEBUG - STREAM b'tEXt' 14012 40
[2022-11-20 02:40:24,126] DEBUG - STREAM b'tEXt' 14064 51
